"REFERENCE","SITE_ID","LAB","SURVEY","SURVEY_PASC","PROJECT_FWC","STATION_ID_FWC","GEAR_FWC","CONFIGURATION_FWC","YEAR","MONTH","DAY","STA_TIME_PASC","END_TIME_PASC","REGION_PASC","NMFS_STATZONE","LAT_DD","LON_DD","DEPTH","TEMP","SALINITY","DO_MgL","PRECIPITATION_FWC","OPCODE_PASC","OPCODE","SPACE_STRAT","HAB_STRAT","REEF_TYPE","REEF_TYPE_PC","SS_EXPECT","GEOFORM_CODE","GEOFORM_AREA","GEOFORM_PERIMETER","GEOFORM_DISTANCE","CAMERA_FWC","CAMERA_NBR","CAMERA_NAME_PC","CAMERA_SEQ_NBR_PC","READMETHOD_PASC","VIDEO_OPCODE_PASC","RELATIVE_VISIBILITY","PCT_HORIZON_VISIBLE","RELATIVE_CURRENT_1","RELATIVE_CURRENT_2","READ_START_TIME","READ_END_TIME","READ_TIME","HABITAT_ONLY","GENHAB","GENHAB2","STRUCTURAL_COMPLEXITY","BIOTIC_COMPLEXITY","HABITAT_COMPLEXITY","SUBSTRATE_MAX_RELIEF","BIOTA_MAX_RELIEF","COMBO_MAX_RELIEF","ARTI_PER","ROCK_PER","SED_PER","SHELLGRAVEL_PER","SILTSANDCLAY_PER","SUBSTRATE_PCT_TOTAL_PASC","ALGAE_PER","SGRASS_PER","HCORAL_PER","SCORAL_PER","SEAWHIPS_PER","SPONGE_PER","UNKSESS_PER","ATTACHED_EPIFAUNA_PER","RELIEF_PA","ARTI_PA","ROCK_PA","SILTSANDCLAY_PA","SHELLGRAVEL_PA","SED_PA","ALGAE_PA","SGRASS_PA","HCORAL_PA","SCORAL_PA","SEAWHIPS_PA","SPONGE_PA","UNKSESS_PA","ATTACHED_EPIFAUNA_PA","BIOTA_PCT_COMP_PASC","BIOTA_PCT_COVER","A","R","B","C","S","H","M","U","SUBSTRATE_TOTAL","AM","GM","CB","CC","CF","CM","HC","CG","SO","SB","SF","SM","SV","SP","MI","UN","NO","TOTAL_EPIFAUNA_PC","SEDAR_Y_N_PC"
"GM20200603901","2020_BBD-088","FWRI","GF",,"SR","05-0574894","C","08",2020,6,,,,,5,27.77878,-84.21337,63.0936,,,,"N",,"AA","BBD","ALL","A",,1,"AL",444.2029,79.7851,-4.980367,"S03c",,,,,,6,10,180,,,,20,,"NV",,1,1,2,0,0.1,0.1,0,0,100,,,,10,0,0,0,,0,0,,0,0,0,,,1,1,0,0,0,,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200604001","2020_BBD-087","FWRI","GF",,"SR","05-0574863","C","08",2020,6,,,,,5,27.7785,-84.16177,49.0728,20.386,35.356,5.948,"N",,"AA","BBD","NLL","N",,1,"HB",1707856,25774.61,-62.745185,"S03e",,,,,,6,10,180,,,,20,,"NV",,1,2,3,0,0.3,0.3,0,10,90,,,,9,0,0,0,,0,1,,0,0,1,,,1,1,0,0,0,,0,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200604101","2020_BBD-086","FWRI","GF",,"SR","05-0571364","C","06",2020,6,,,,,5,27.77367,-84.16843,52.4256,20.535205,38.54531,5.785513,"N",,"AA","BBD","NLL","N",,1,"HB",57608.9,3361.181,-0.859787,"AN6",,,,,,6,10,270,,,,20,,"LR",,1,2,3,0.2,0.1,0.2,0,0,100,,,,50,0,0,0,,0,0,,1,0,0,,,1,1,0,0,0,,0,0,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200604201","2020_BBD-083","FWRI","GF",,"SR","05-0564346","C","06",2020,6,,,,,5,27.76452,-84.16398,49.6824,20.31,36.81666,5.733333,"N",,"AA","BBD","NLL","N",,1,"HB",1707856,25774.61,-92.448485,"AD6",,,,,,6,10,180,,,,20,,"LR",,1,2,3,0,0.1,0.1,0,0,100,,,,90,0,0,0,,0,0,,0,0,0,,,1,1,0,0,0,,0,0,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200604301","2020_BBD-084","FWRI","GF",,"SR","05-0565517","C","06",2020,6,,,,,5,27.7654,-84.16662,48.768,20.322,36.804,5.756,"N",,"AA","BBD","NHL","N",,1,"LD",225636.4,8890.122,1.23342,"AD6",,,,,,6,10,180,,,,20,,"PH",,2,2,4,0.4,0.1,0.4,0,20,80,,,,45,0,0,0,,5,0,,1,0,1,,,1,1,0,0,0,,1,0,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200604401","2020_BBD-085","FWRI","GF",,"SR","05-0565523","C","06",2020,6,,,,,5,27.76528,-84.17662,58.8264,20.190726,38.58371,4.681951,"N",,"AA","BBD","NLL","N",,1,"HB",4475.553,277.9563,-19.338873,"AN6",,,,,,7,10,0,,,,20,,"LR",,1,2,3,0.1,0,0.1,0,0,100,,,,30,0,0,0,,0,0,,1,0,0,,,1,1,0,0,0,,0,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200604601","2020_BBD-082","FWRI","GF",,"SR","05-0559667","C","08",2020,6,,,,,5,27.75765,-84.16985,50.9016,20.454,35.326,6.136,"N",,"AA","BBD","NHL","N",,1,"LD",225636.4,8890.122,-14.863776,"S03e",,,,,,6,10,0,,,,20,,"MX",,2,3,5,0.2,0.2,0.3,0,60,40,,,,36,0,0,0,,12,12,,1,0,1,,,1,1,0,0,0,,1,1,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200604701","2020_BBD-001","FWRI","GF",,"SR","05-0544454","C","08",2020,6,,,,,5,27.7363,-84.18188,55.4736,0,,7.83,"N",,"AA","BBD","NLL","N",,1,"HB",437080.9,4516.918,-47.432718,"S03e",,,,,,6,10,270,,,,20,,"LR",,2,2,4,0.1,0.1,0.1,0,40,60,,,,54,0,0,0,,6,0,,1,0,1,,,1,1,0,0,0,,1,0,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200604801","2020_BBD-081","FWRI","GF",,"SR","05-0544431","C","06",2020,6,,,,,5,27.73655,-84.14337,54.2544,21.03842,38.52898,6.716302,"N",,"AA","BBD","NLL","N",,1,"HB",1812.319,172.7695,-8.009812,"AG6",,,,,,6,10,0,,,,20,,"NV",,1,1,2,0.1,0,0.1,0,0,100,,,,10,0,0,0,,0,0,,1,0,0,,,1,1,0,0,0,,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200604901","2020_BBD-137","FWRI","GF",,"SR","05-0543281","C","06",2020,6,,,,,5,27.73498,-84.18225,54.864,20.4275,36.93,5.8725,"N",,"AA","BBD","NLL","N",,1,"HB",437080.9,4516.918,-6.138457,"AS6",,,,,,5,10,270,,,,20,,"LR",,1,2,3,0,0.1,0.1,0,0,100,,,,54,0,0,0,,6,0,,0,0,0,,,1,1,0,0,0,,1,0,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200605001","2020_BBD-080","FWRI","GF",,"SR","05-0542108","C","06",2020,6,,,,,5,27.73328,-84.18945,60.96,20.09666667,36.81166,4.851666,"N",,"AA","BBD","NLL","N",,1,"HB",20968.78,758.6962,-9.932876,"AS6",,,,,,5,10,0,,,,20,,"NV",,1,1,2,0,0,0,0,0,100,,,,10,0,0,0,,0,0,,0,0,0,,,1,1,0,0,0,,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200605101","2020_BBD-079","FWRI","GF",,"SR","05-0539748","C","06",2020,6,,,,,5,27.72943,-84.17617,53.0352,21.2306533333333,38.57468,6.840982,"N",,"AA","BBD","NLL","N",,1,"HB",838421,16436.45,-14.81617,"AG6",,,,,,5,10,0,,,,20,,"LR",,1,2,3,0,0.1,0.1,0,0,100,,,,80,0,0,0,,0,0,,0,0,0,,,1,1,0,0,0,,0,0,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200605201","2020_BBD-078","FWRI","GF",,"SR","05-0536219","C","08",2020,6,,,,,5,27.72467,-84.17697,52.4256,0,,8.59,"N",,"AA","BBD","NLL","N",,1,"HB",838421,16436.45,-42.404716,"S03b",,,,,,6,10,90,,,,20,,"MX",,2,2,4,0.3,0.1,0.3,0,40,60,,,,72,0,0,0,,8,0,,1,0,1,,,1,1,0,0,0,,1,0,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200605301","2020_BBD-077","FWRI","GF",,"SR","05-0535043","C","08",2020,6,,,,,5,27.72298,-84.17928,54.5592,,,,"N",,"AA","BBD","NLL","N",,1,"HB",838421,16436.45,-1.136578,"S03e",,,,,,6,10,90,,,,20,,"LR",,1,2,3,0.2,0,0.2,0,0,100,,,,40,0,0,0,,0,0,,1,0,0,,,1,1,0,0,0,,0,0,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200605401","2020_BBD-076","FWRI","GF",,"SR","05-0531498","C","06",2020,6,,,,,5,27.71723,-84.15547,52.4256,20.9500683333333,38.595,6.756632,"N",,"AA","BBD","NLL","N",,1,"HB",772684.4,9504.826,-31.269839,"AN6",,,,,,5,10,270,,,,20,,"LR",,1,1,2,0.2,0.1,0.3,0,0,100,,,,30,0,0,0,,0,0,,1,0,0,,,1,1,0,0,0,,0,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200605501","2020_BBD-075","FWRI","GF",,"SR","05-0529158","C","06",2020,6,,,,,5,27.71358,-84.17865,51.2064,20.92333333,36.71666,6.91,"N",,"AA","BBD","NHL","N",,1,"FB",26894.83,1333.355,-15.545013,"AD6",,,,,,5,10,90,,,,20,,"MX",,2,3,5,0.2,0.2,0.4,0,80,20,,,,12,0,0,20,,8,0,,1,0,1,,,1,1,0,0,1,,1,0,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200605601","2020_BBD-072","FWRI","GF",,"SR","05-0518563","C","06",2020,6,,,,,5,27.69855,-84.183,55.7784,20.53,36.79833,5.901666,"N",,"AA","BBD","NLL","N",,1,"HB",173621.2,6818.709,-17.990238,"AD6",,,,,,5,10,90,,,,20,,"MX",,2,2,4,0.3,0.1,0.3,0,50,50,,,,27,0,0,0,,3,0,,1,0,1,,,1,1,0,0,0,,1,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200605701","2020_BBD-136","FWRI","GF",,"SR","05-0512664","C","06",2020,6,,,,,5,27.69013,-84.17658,50.5968,20.8244685714286,38.65052,6.416247,"N",,"AA","BBD","NHL","N",,1,"LD",14535.91,649.0033,-17.090924,"AN6",,,,,,6,10,270,,,,20,,"MX",,2,3,5,0.3,0.4,0.4,0,70,30,,,,28,0,0,0,,12,0,,1,0,1,,,1,1,0,0,0,,1,0,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200605801","2020_BBD-135","FWRI","GF",,"SR","05-0507951","C","08",2020,6,,,,,5,27.6848,-84.17993,53.6448,,,,"N",,"AA","BBD","NHL","N",,1,"LD",4867.172,621.0454,-3.665388,"S03e",,,,,,6,10,270,,,,20,,"LR",,2,3,5,0.1,0.3,0.3,0,60,40,,,,45,0,0,18,,18,9,,1,0,1,,,1,1,0,0,1,,1,1,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200605901","2020_BBD-073","FWRI","GF",,"SR","05-0520892","C","08",2020,6,,,,,5,27.70232,-84.13622,60.96,,,,"N",,"AA","BBD","NLL","N",,1,"HB",6050.349,290.3596,-5.867161,"S03e",,,,,,5,10,180,,,,20,,"NV",,1,1,2,0,0,0,0,10,90,,,,0,0,0,0,,0,0,,0,0,1,,,1,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200606001","2020_BBD-071","FWRI","GF",,"SR","05-0503159","C","08",2020,6,,,,,5,27.67818,-84.05323,58.5216,,,,"N",,"AA","BBD","NLS","N",,1,"HB",38.34638,23.89965,-1.396737,"S03c",,,,,,6,10,90,,,,20,,"PH",,2,2,4,0.2,0.4,0.4,0,10,90,,,,4,0,0,5,,1,0,,1,0,1,,,1,1,0,0,1,,1,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200606401","2020_BBD-059","FWRI","GF",,"SR","05-0411995","C","06",2020,6,,,,,5,27.54667,-83.88652,53.9496,20.04,36.90666,5.83,"N",,"AA","BBD","NLS","N",,1,"HB",56.36053,32.02258,-1.673194,"AS6",,,,,,7,10,180,,,,20,,"MX",,2,1,3,0.2,0,0.2,0,20,80,,,,10,0,0,0,,0,0,,1,0,1,,,1,1,0,0,0,,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200606501","2020_BBD-060","FWRI","GF",,"SR","05-0428242","C","06",2020,6,,,,,5,27.57158,-83.89043,50.9016,20.2529183333333,38.53579,5.859765,"N",,"AA","BBD","AHL","A",,1,"VL",390.5579,97.48114,6.649364,"AR6",,,,,,7,10,270,,,,20,,"AU",,2,1,3,0.2,0,0.2,10,0,90,,,,0,0,0,0,,0,0,,1,1,0,,,1,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200606601","2020_BBD-062","FWRI","GF",,"SR","05-0471299","C","06",2020,6,,,,,5,27.63295,-83.83318,48.768,20.2829833333333,38.60981,5.933909,"N",,"AA","BBD","NLM","N",,1,"HB",779.5853,140.2421,1.907218,"AN6",,,,,,7,10,90,,,,20,,"NV",,1,1,2,0,0.1,0.1,0,0,100,,,,0,0,0,0,,5,5,,0,0,0,,,1,0,0,0,0,,1,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200606701","2020_BBD-134","FWRI","GF",,"SR","05-0472471","C","08",2020,6,,,,,5,27.63338,-83.8288,49.3776,,,,"N",,"AA","BBD","NLM","N",,1,"HB",975.6219,117.0882,-0.305819,"S03e",,,,,,5,10,180,,,,20,,"NV",,1,1,2,0,0,0,0,10,90,,,,0,0,0,0,,0,0,,0,0,1,,,1,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200606801","2020_BBO-057","FWRI","GF",,"SR","05-0461770","C","08",2020,6,,,,,5,27.61865,-83.60308,41.4528,,,,"N",,"AA","BBO","NMM","N",,1,"PH",175.0065,65.06903,-2.186127,"S03e",,,,,,3,10,90,,,,20,,"LR",,2,2,4,0.1,0.4,0.4,0,10,90,,,,63,0,0,0,,7,0,,1,0,1,,,1,1,0,0,0,,1,0,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200700101","2020_BBO-053","FWRI","GF",,"SR","05-0382376","C","06",2020,6,,,,,5,27.50657,-83.30047,32.5,22.53,36.365,6.1825,"N",,"AA","BBO","NMM","N",,1,"FR",146.748,56.99666,-1.399992,"AA6",,,,,,4,10,180,,,,20,,"NV",,1,1,2,0,0,0,0,0,100,,,,0,0,0,0,,0,0,,0,0,0,,,1,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200700401","2020_BBO-188","FWRI","GF",,"SR","05-0351574","C","06",2020,6,,,,,5,27.46322,-83.32342,36,21.8425,36.3375,5.8025,"N",,"AA","BBO","NHM","N",,1,"LD",186.2241,56.94852,-3.757727,"AQ6",,,,,,5,10,90,,,,20,,"PH",,2,1,3,0.3,0.1,0.4,0,30,70,,,,10,0,0,0,,0,0,,1,0,1,,,1,1,0,0,0,,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200700501","2020_BBO-050","FWRI","GF",,"SR","05-0344442","C","06",2020,6,,,,,5,27.45282,-83.34323,36.1,21.8,36.355,5.9125,"N",,"MS","BBO","NLL","N",,1,"MB",1292.792,263.0561,-2.675977,"AA6",,,,,,6,10,270,,,,20,,"LR",,1,2,3,0,0.3,0.3,0,20,80,,,,90,0,0,0,,0,0,,0,0,1,,,1,1,0,0,0,,0,0,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200700701","2020_BBO-052","FWRI","GF",,"SR","05-0362332","C","06",2020,6,,,,,5,27.47765,-83.42928,38.8,21.39,36.24666,5.711666,"N",,"AA","BBO","NLM","N",,1,"HB",336.2555,75.52184,1.257346,"AO6",,,,,,5,10,90,,,,20,,"NV",,1,1,2,0,0,0,0,0,100,,,,0,0,0,0,,0,0,,0,0,0,,,1,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200700801","2020_BBO-054","FWRI","GF",,"SR","05-0387259","C","06",2020,6,,,,,5,27.51188,-83.58523,43,20.77833333,36.26333,6.078333,"N",,"AA","BBO","NLM","N",,1,"HB",514.9659,93.52349,-5.572901,"AX6",,,,,,5,10,90,,,,20,,"LR",,1,1,2,0.2,0.3,0.5,0,10,90,,,,4,0,0,0,,16,0,,1,0,1,,,1,1,0,0,0,,1,0,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200701001","2020_BBO-045","FWRI","GF",,"SR","05-0286479","C","06",2020,6,,,,,5,27.3719,-83.49623,43.3,21.04666667,36.23333,6.715,"N",,"AA","BBO","NLS","N",,1,"HB",88.24712,34.5341,-0.464626,"AO6",,,,,,6,10,0,,,,20,,"LR",,1,2,3,0.1,0.1,0.1,0,10,90,,,,16,0,0,0,,2,2,,1,0,1,,,1,1,0,0,0,,1,1,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200701101","2020_BBO-046","FWRI","GF",,"SR","05-0287704","C","06",2020,6,,,,,5,27.37463,-83.49303,43.4,21.04333333,36.33,6.75,"N",,"AA","BBO","NMS","N",,1,"PH",27.82347,19.26198,-0.630396,"AA6",,,,,,7,10,90,,,,20,,"MX",,1,2,3,0.2,0.2,0.3,0,20,80,,,,9,0,0,0,,15,6,,1,0,1,,,1,1,0,0,0,,1,1,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200701201","2020_BBO-041","FWRI","GF",,"SR","05-0226587","C","06",2020,6,,,,,5,27.29328,-83.52855,46.6,20.83,36.355,6.748333,"N",,"AA","BBO","NLL","N",,1,"HB",3353.989,497.6596,-2.726217,"AQ6",,,,,,6,10,0,,,,20,,"NV",,1,1,2,0,0,0,0,0,100,,,,0,0,0,0,,0,0,,0,0,0,,,1,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200701301","2020_BBO-043","FWRI","GF",,"SR","05-0230371","C","06",2020,6,,,,,5,27.29677,-83.50767,45,20.90333333,36.335,6.575,"N",,"AA","BBO","AHM","A",,1,"MW",75.61881,32.52697,18.627311,"AO6",,,,,,6,8,0,,,,20,,"AL",,3,2,5,2,0.1,2,20,10,70,,,,10,0,0,0,,0,0,,1,1,1,,,1,1,0,0,0,,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200701601","2020_BBD-027","FWRI","GF",,"SR","05-0221584","C","06",2020,6,,,,,5,27.28568,-83.6301,49,20.24142857,36.35571,6.531428,"N",,"AA","BBD","NLS","N",,1,"HB",51.08725,28.30486,-1.428401,"AO6",,,,,,4,10,180,,,,20,,"LR",,1,1,2,0.1,0,0.1,0,0,100,,,,20,0,0,0,,0,0,,1,0,0,,,1,1,0,0,0,,0,0,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200701701","2020_BBD-031","FWRI","GF",,"SR","05-0240559","C","06",2020,6,,,,,5,27.31145,-83.6558,49,20.23666667,36.39333,6.336666,"N",,"AA","BBD","NLL","N",,1,"HB",2397.672,302.6927,-9.760157,"AQ6",,,,,,5,10,270,,,,20,,"LR",,2,2,4,0.2,0.1,0.2,0,20,80,,,,27,0,0,0,,0,3,,1,0,1,,,1,1,0,0,0,,0,1,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200701801","2020_BBD-025","FWRI","GF",,"SR","05-0191130","C","06",2020,6,,,,,5,27.24607,-83.66642,50.5,20.395,36.3725,7.0275,"N",,"AA","BBD","NLL","N",,1,"HB",37902.37,1497.698,-17.302257,"AQ6",,,,,,5,10,90,,,,20,,"LR",,1,1,2,0,0.2,0.2,0,10,90,,,,8,0,0,0,,2,0,,0,0,1,,,1,1,0,0,0,,1,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200701901","2020_BBD-026","FWRI","GF",,"SR","05-0192409","C","06",2020,6,,,,,5,27.24678,-83.668,50.3,20.39166667,36.39166,7.023333,"N",,"AA","BBD","NLM","N",,1,"HB",758.8473,116.9948,-2.672627,"AO6",,,,,,5,10,90,,,,20,,"LR",,1,2,3,0,0.2,0.2,0,0,100,,,,15,0,0,0,,15,0,,0,0,0,,,1,1,0,0,0,,1,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200702201","2020_BBD-015","FWRI","GF",,"SR","05-0081651","C","06",2020,6,,,,,5,27.10493,-83.54323,50.2,20.62166667,36.445,6.518333,"N",,"AA","BBD","NLM","N",,1,"HB",232.5322,95.81842,0.326251,"AO6",,,,,,6,10,270,,,,20,,"FR",,2,3,5,0.2,0.4,0.4,0,40,60,,,,18,0,0,3,,6,3,,1,0,1,,,1,1,0,0,1,,1,1,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200702301","2020_BBD-017","FWRI","GF",,"SR","05-0086824","C","06",2020,6,,,,,5,27.11002,-83.49978,48.8,20.62,36.4125,6.37,"N",,"AA","BBD","NLM","N",,1,"HB",170.3879,53.12066,-1.682095,"AO6",,,,,,7,10,270,,,,20,,"MX",,2,3,5,0.2,0.3,0.3,0,40,60,,,,18,0,0,0,,12,0,,1,0,1,,,1,1,0,0,0,,1,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200702601","2020_BBD-018","FWRI","GF",,"SR","05-0107592","C","06",2020,7,,,,,5,27.13817,-83.56122,51.2,20.6,36.41833,6.588333,"N",,"AA","BBD","NLM","N",,1,"HB",290.2945,64.35067,-0.909657,"AO6",,,,,,5,10,270,,,,20,,"FR",,2,3,5,0.2,0.3,0.3,0,30,70,,,,35,0,0,5,,10,0,,1,0,1,,,1,1,0,0,1,,1,0,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200702701","2020_BBD-014","FWRI","GF",,"SR","05-0081619","C","06",2020,7,,,,,5,27.10388,-83.4899,49,20.63,36.47,6.276,"N",,"AA","BBD","NLS","N",,1,"HB",33.45527,23.21849,-0.497319,"AA6",,,,,,6,10,180,,,,20,,"NV",,1,1,2,0.1,0,0.1,0,0,100,,,,0,0,0,0,,0,10,,1,0,0,,,1,0,0,0,0,,0,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200702801","2020_BBD-005","FWRI","GF",,"SR","05-0028181","C","06",2020,7,,,,,5,27.03522,-83.50195,50.5,20.50333333,36.43666,6.533333,"N",,"AA","BBD","NLL","N",,1,"HB",2258.65,255.2241,-6.75112,"AQ6",,,,,,5,10,270,,,,20,,"LR",,1,2,3,0.1,0.1,0.1,0,0,100,,,,27,0,0,0,,3,0,,1,0,0,,,1,1,0,0,0,,1,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200702901","2020_BBO-013","FWRI","GF",,"SR","05-0043822","C","06",2020,7,,,,,5,27.05633,-83.43795,47.6,20.58333333,36.41,6.013333,"N",,"AA","BBO","NMM","N",,1,"PH",107.5076,37.87428,-2.705343,"AQ6",,,,,,6,10,180,,,,20,,"LR",,1,1,2,0,0,0,0,20,80,,,,30,0,0,0,,0,0,,0,0,1,,,1,1,0,0,0,,0,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200703001","2020_BBO-016","FWRI","GF",,"SR","05-0045126","C","06",2020,7,,,,,5,27.05682,-83.43497,48.1,20.592,36.49,5.886,"N",,"AA","BBO","NHL","N",,1,"LD",2378.386,300.463,-10.454406,"AO6",,,,,,7,10,90,,,,20,,"LR",,1,2,3,0,0.2,0.2,0,10,90,,,,21,0,0,0,,6,3,,0,0,1,,,1,1,0,0,0,,1,1,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200703101","2020_BBO-015","FWRI","GF",,"SR","05-0045125","C","06",2020,7,,,,,5,27.0583,-83.43447,47.3,20.61,36.418,5.888,"N",,"AA","BBO","NHM","N",,1,"FB",610.2571,105.066,-0.424127,"AO6",,,,,,7,10,0,,,,20,,"LR",,2,2,4,0.2,0.5,0.5,0,10,90,,,,0,0,0,4,,5,1,,1,0,1,,,1,0,0,0,1,,1,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200703201","2020_BBO-017","FWRI","GF",,"SR","05-0046421","C","06",2020,7,,,,,5,27.05865,-83.41928,46.5,20.62833333,36.40333,5.671666,"N",,"AA","BBO","NMS","N",,1,"PH",99.78455,38.84695,0.490663,"AA6",,,,,,5,10,0,,,,20,,"LR",,1,2,3,0,0.2,0.2,0,0,100,,,,5,0,0,0,,5,0,,0,0,0,,,1,1,0,0,0,,1,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200703301","2020_BBO-020","FWRI","GF",,"SR","05-0047708","C","06",2020,7,,,,,5,27.06018,-83.39167,45.8,20.72,36.4125,5.435,"N",,"AA","BBO","NLL","N",,1,"HB",7115.247,434.2426,-18.551412,"AQ6",,,,,,6,10,90,,,,20,,"NV",,1,1,2,0.1,0,0.1,0,0,100,,,,0,0,0,0,,0,0,,1,0,0,,,1,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200703401","2020_BBO-019","FWRI","GF",,"SR","05-0047702","C","06",2020,7,,,,,5,27.06135,-83.38208,45,20.772,36.414,5.312,"N",,"AA","BBO","NLL","N",,1,"HB",31376.73,1410.147,-9.464237,"AO6",,,,,,5,10,180,,,,20,,"LR",,1,2,3,0,0.1,0.1,0,0,100,,,,72,0,0,0,,0,8,,0,0,0,,,1,1,0,0,0,,0,1,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200703501","2020_BBO-021","FWRI","GF",,"SR","05-0049006","C","06",2020,7,,,,,5,27.06293,-83.38187,45.2,20.78,36.42166,5.346666,"N",,"AA","BBO","NHL","N",,1,"LD",1251.038,235.4205,-0.152223,"AO6",,,,,,5,10,270,,,,20,,"MX",,2,2,4,0.2,0.2,0.3,0,30,70,,,,9,0,0,0,,18,3,,1,0,1,,,1,1,0,0,0,,1,1,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200703601","2020_BBO-018","FWRI","GF",,"SR","05-0047699","C","06",2020,7,,,,,5,27.06103,-83.3769,45,20.79,36.404,5.372,"N",,"AA","BBO","NMS","N",,1,"FR",92.97328,39.26763,0.513984,"AQ6",,,,,,6,10,180,,,,20,,"LR",,1,1,2,0.1,0.1,0.1,0,0,100,,,,20,0,0,0,,0,0,,1,0,0,,,1,1,0,0,0,,0,0,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM20200703701","2020_BBO-022","FWRI","GF",,"SR","05-0050303","C","06",2020,7,,,,,5,27.06345,-83.3715,44.3,20.832,36.402,5.428,"N",,"AA","BBO","NHL","N",,1,"LD",1095.4,216.5973,-1.674477,"AQ6",,,,,,6,10,180,,,,20,,"LD",,2,2,4,0.3,0.4,0.7,0,30,70,,,,32,0,0,0,,4,4,,1,0,1,,,1,1,0,0,0,,1,1,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
