# 1: Detection or Track-id,  2: Video or Image Identifier,  3: Unique Frame Identifier,  4-7: Img-bbox(TL_x,TL_y,BR_x,BR_y),  8: Detection or Length Confidence,  9: Target Length (0 or -1 if invalid),  10-11+: Repeated Species, Confidence Pairs or Attributes,
# Written on: Wed Mar 18 10:53:36 2026   by: write_object_track_set_viame_csv,,,,,,,,,,,
214,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001226.994226_rgb.jpg,5440,1729.43,2170.88,1925.19,2373.89,1,0,false_positive,1,
215,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001231.301295_rgb.jpg,5444,5533.42,2991.3,5728.61,3219.02,1,0,false_positive,1,
216,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001232.376220_rgb.jpg,5445,7756.86,5619.47,7968.69,5804.98,1,0,false_positive,1,
217,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001232.376220_rgb.jpg,5445,7754.67,5880.63,7950.07,6086.5,1,0,false_positive,1,
218,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001232.376220_rgb.jpg,5445,9451.16,1029.26,9653.03,1304.33,1,0,false_positive,1,
219,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001232.376220_rgb.jpg,5445,1757.69,2941.61,1989.93,3190.28,1,0,false_positive,1,
220,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001233.450423_rgb.jpg,5446,9340.01,8528.73,9528.91,8798.09,1,0,false_positive,1,
221,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001234.524010_rgb.jpg,5447,1523.53,5962.55,1707.04,6154.07,1,0,false_positive,1,
222,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001236.669368_rgb.jpg,5449,1634.06,822.927,1862.53,1016.18,1,0,false_positive,1,
223,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001237.741035_rgb.jpg,5450,1491.22,9443.75,1686.96,9638.03,1,0,false_positive,1,
224,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001237.741035_rgb.jpg,5450,1476.52,9416.82,1708.58,9651.88,1,0,false_positive,1,
225,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001243.097107_rgb.jpg,5455,12931.5,7334.14,13101.5,7554.24,1,0,off_frame,1,
226,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001245.238977_rgb.jpg,5457,2117.11,3467.44,2309.97,3747.03,1,0,false_positive,1,
227,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001246.309345_rgb.jpg,5458,1566.9,821.634,1772.47,986.352,1,0,false_positive,1,
228,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001247.380032_rgb.jpg,5459,1392.03,9368.64,1568.25,9589.38,1,0,false_positive,1,
229,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001248.450081_rgb.jpg,5460,12411.3,8564.05,12568.1,8750.51,1,0,false_positive,1,
230,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001248.450081_rgb.jpg,5460,12390.8,8535.09,12589,8772.46,1,0,false_positive,1,
231,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001300.216552_rgb.jpg,5471,2658.86,7056.8,2881.06,7301.99,1,0,false_positive,1,
232,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001301.285959_rgb.jpg,5472,12528.3,2323.55,12746.3,2596.57,1,0,false_positive,1,
233,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001302.355406_rgb.jpg,5473,12301.7,9319.76,12513.6,9584.21,1,0,false_positive,1,
234,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001306.637073_rgb.jpg,5477,6266.96,6703.8,6442.78,6968.1,1,0,false_positive,1,
235,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001306.637073_rgb.jpg,5477,6618.24,6099.66,6793.06,6309.03,1,0,false_positive,1,
236,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001314.125922_rgb.jpg,5484,954.735,9127.25,1167.67,9359.64,1,0,false_positive,1,
237,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001329.059593_rgb.jpg,5498,757.215,843.987,875.271,970.324,1,0,false_positive,1,
238,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001331.192589_rgb.jpg,5500,2508.93,3866.17,2714.45,4152.63,1,0,false_positive,1,
239,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001332.260314_rgb.jpg,5501,8553.89,10120.3,8750.82,10338.2,1,0,off_frame,1,
240,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001336.536206_rgb.jpg,5505,7399.88,685.722,7638.17,878.361,1,0,false_positive,1,
241,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001336.536206_rgb.jpg,5505,3940.18,5402.29,4186.53,5660.92,1,0,false_positive,1,
242,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001337.605210_rgb.jpg,5506,7264.48,8480.35,7493.68,8685.05,1,0,false_positive,1,
243,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001340.811309_rgb.jpg,5509,4941.05,2998.72,5149.54,3249.66,1,0,false_positive,1,
244,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001342.948962_rgb.jpg,5511,8958.12,6882.28,9140.08,7080.82,1,0,false_positive,1,
245,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001342.948962_rgb.jpg,5511,8619.7,6856.25,8829.22,7055.19,1,0,false_positive,1,
246,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001344.018068_rgb.jpg,5512,12883.6,7482.09,13096,7708.34,1,0,off_frame,1,
247,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001351.513334_rgb.jpg,5519,9258.21,7721.31,9464.07,7974.3,1,0,false_positive,1,
248,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001351.513334_rgb.jpg,5519,6228.68,2677.61,6458.87,2936.75,1,0,false_positive,1,
249,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001353.653774_rgb.jpg,5521,4354.16,3088.52,4582.03,3292.51,1,0,false_positive,1,
250,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001355.789625_rgb.jpg,5523,8115.43,6306.11,8277.78,6494.14,1,0,animal,1,
251,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001357.922899_rgb.jpg,5525,3110.39,5887.38,3314.62,6104.09,1,0,false_positive,1,
252,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001358.989504_rgb.jpg,5526,6898.66,3480.54,7085.71,3730.26,1,0,false_positive,1,
253,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001358.989504_rgb.jpg,5526,3502.38,7378.01,3710.2,7600.37,1,0,false_positive,1,
254,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001358.989504_rgb.jpg,5526,12850.2,7355.28,13070.3,7686.45,1,0,off_frame,1,
255,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001401.124455_rgb.jpg,5528,1604.33,6422.81,1779.95,6645.06,1,0,false_positive,1,
256,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001401.124455_rgb.jpg,5528,1265.97,9383.35,1442.52,9566.48,1,0,false_positive,1,
257,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001402.192403_rgb.jpg,5529,12458.6,4705.4,12657,5122.78,1,0,false_positive,1,
258,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001406.462250_rgb.jpg,5533,6018.25,1465.61,6224.21,1727.75,1,0,false_positive,1,
259,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001407.529897_rgb.jpg,5534,5917.68,9466.69,6126.85,9724.82,1,0,off_frame,1,
260,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001410.734038_rgb.jpg,5537,4948.25,5292.95,5155.27,5582.87,1,0,false_positive,1,
261,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001412.870249_rgb.jpg,5539,5652.23,1441.88,5874.8,1705.7,1,0,false_positive,1,
262,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001413.937297_rgb.jpg,5540,5550.09,9499.4,5779.9,9769.59,1,0,off_frame,1,
263,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001415.004406_rgb.jpg,5541,9018.28,6160.85,9215.66,6372.67,1,0,false_positive,1,
264,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001418.205884_rgb.jpg,5544,9203.55,6450.62,9404.6,6750.28,1,0,false_positive,1,
265,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001419.272850_rgb.jpg,5545,1818.87,2422.14,2045.24,2665.5,1,0,false_positive,1,
266,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001422.471350_rgb.jpg,5548,3006.42,3920.82,3226.01,4202.91,1,0,false_positive,1,
267,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001423.537317_rgb.jpg,5549,7853.12,2339.87,7982.37,2514.16,1,0,animal,1,
268,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001424.602546_rgb.jpg,5550,7742.11,10038.6,7956.12,10287.1,1,0,off_frame,1,(note) animal likely (same as previous detection)
269,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001428.865154_rgb.jpg,5554,7886.42,4899.79,8078.93,5117.63,1,0,false_positive,1,
270,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001436.330240_rgb.jpg,5561,6509.14,704.481,6719.36,929.042,1,0,false_positive,1,
271,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001437.396564_rgb.jpg,5562,6379.57,8633.15,6592.05,8877.85,1,0,false_positive,1,
272,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001449.142859_rgb.jpg,5573,8671.63,4925.46,8883.51,5168.29,1,0,false_positive,1,
273,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001451.284216_rgb.jpg,5575,4348.26,5870.02,4578.83,6156.06,1,0,false_positive,1,
274,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001506.287910_rgb.jpg,5589,10061.3,7544.5,10254.6,7804.82,1,0,false_positive,1,
275,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001508.430039_rgb.jpg,5591,10003.1,5120.44,10231.3,5330.75,1,0,false_positive,1,
276,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001511.644459_rgb.jpg,5594,2251.86,2271.81,2447.18,2443.37,1,0,false_positive,1,
277,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001513.788474_rgb.jpg,5596,8982.77,4158.02,9179.68,4394.31,1,0,false_positive,1,
278,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001513.788474_rgb.jpg,5596,7479.23,5818.68,7666.36,6034.98,1,0,false_positive,1,
279,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001520.208956_rgb.jpg,5602,807.717,3162.1,945.682,3371.74,1,0,false_positive,1,
280,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001522.348526_rgb.jpg,5604,2502.43,7534.93,2701.93,7791.71,1,0,false_positive,1,
281,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001523.418915_rgb.jpg,5605,5641,8175.78,5823.02,8466.86,1,0,false_positive,1,
282,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001524.489403_rgb.jpg,5606,9020.91,6926.38,9206.28,7210.05,1,0,false_positive,1,
283,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001525.560851_rgb.jpg,5607,11868.7,9519.59,12128.3,9811.05,1,0,off_frame,1,
284,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001542.707700_rgb.jpg,5623,3138.3,3179.06,3329.2,3414.4,1,0,false_positive,1,
285,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001543.777523_rgb.jpg,5624,8667.81,7796.08,8771.8,7936.08,1,0,animal,1,
286,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001543.777523_rgb.jpg,5624,6765.81,1904.94,6961.51,2158.6,1,0,false_positive,1,
287,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001544.846988_rgb.jpg,5625,6672.47,9812.64,6863.29,10059.1,1,0,off_frame,1,
288,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001553.395384_rgb.jpg,5633,5238.53,1728.09,5466.71,1963.2,1,0,false_positive,1,
289,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001601.931077_rgb.jpg,5641,10899.5,6067.29,11104.9,6268.02,1,0,false_positive,1,
290,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001601.931077_rgb.jpg,5641,6186.53,5278.26,6363.32,5479.43,1,0,false_positive,1,
291,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001608.344639_rgb.jpg,5647,4579.63,2490.01,4775.98,2762.48,1,0,false_positive,1,
292,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001614.765002_rgb.jpg,5653,12592.4,1446.24,12781.1,1684.14,1,0,false_positive,1,
293,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001620.121952_rgb.jpg,5658,3223.97,3801.37,3460.14,4074.31,1,0,false_positive,1,
294,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001620.121952_rgb.jpg,5658,6324.42,6139.13,6514.78,6368.93,1,0,false_positive,1,
295,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001621.194303_rgb.jpg,5659,2669.58,5671.12,2901.21,5920.95,1,0,false_positive,1,
296,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001622.267187_rgb.jpg,5660,1232.94,8009.11,1472.6,8323.2,1,0,false_positive,1,
297,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001627.636141_rgb.jpg,5665,12772,3544.72,12981.1,3774.85,1,0,off_frame,1,
298,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001630.859760_rgb.jpg,5668,6317.93,4089.58,6517.77,4319.77,1,0,false_positive,1,
299,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001630.859760_rgb.jpg,5668,1148.73,8993.77,1360.6,9216.09,1,0,false_positive,1,
300,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001631.935148_rgb.jpg,5669,9840.15,2922.56,10051.7,3239.79,1,0,false_positive,1,
301,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001639.468533_rgb.jpg,5676,4948.92,2891.37,5137.73,3181.03,1,0,false_positive,1,
302,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001639.468533_rgb.jpg,5676,9712.31,7039.54,9895.2,7238.35,1,0,false_positive,1,
303,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001641.620471_rgb.jpg,5678,6156.48,1910.18,6355.26,2132.21,1,0,false_positive,1,
304,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001642.696115_rgb.jpg,5679,6776.65,6461.32,7008.09,6702.73,1,0,false_positive,1,
305,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001644.847091_rgb.jpg,5681,1501.89,1459.93,1717.03,1738.48,1,0,false_positive,1,
306,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001645.922518_rgb.jpg,5682,1387.29,10076.1,1615.04,10379.4,1,0,off_frame,1,
307,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001650.224786_rgb.jpg,5686,3262.93,5948.54,3446.32,6139.64,1,0,false_positive,1,
308,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001652.378175_rgb.jpg,5688,5882.08,7961.37,6070.5,8240.91,1,0,false_positive,1,
309,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001654.533688_rgb.jpg,5690,2353.64,6893.71,2576.81,7175.68,1,0,false_positive,1,
310,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001701.005709_rgb.jpg,5696,6612.89,4328.56,6812,4609.18,1,0,false_positive,1,
311,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001703.162484_rgb.jpg,5698,5191.16,979.51,5386.61,1267.31,1,0,false_positive,1,
312,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001703.162484_rgb.jpg,5698,9672.23,2928.47,9895.6,3194.38,1,0,false_positive,1,
313,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001703.162484_rgb.jpg,5698,6672.53,4104.16,6871.73,4353.52,1,0,false_positive,1,
314,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001703.162484_rgb.jpg,5698,8219.5,6040.77,8420.84,6292.09,1,0,false_positive,1,
315,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001704.239793_rgb.jpg,5699,4597.64,5897.45,4798.57,6177.15,1,0,false_positive,1,
316,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001706.393506_rgb.jpg,5701,1191.84,7807.29,1424.55,8135.54,1,0,false_positive,1,
317,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001709.622425_rgb.jpg,5704,9167.75,5809.99,9373.05,6042.86,1,0,false_positive,1,
318,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001711.773399_rgb.jpg,5706,5618.11,5430.59,5829.64,5656.33,1,0,false_positive,1,
319,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001721.444557_rgb.jpg,5715,7535.7,2653.7,7708.95,2869.24,1,0,false_positive,1,
320,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001725.731326_rgb.jpg,5719,5890.13,2829.27,6088.95,3058.02,1,0,false_positive,1,
321,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001727.872759_rgb.jpg,5721,5135.01,2037.04,5329.28,2280.78,1,0,false_positive,1,
