# 1: Detection or Track-id,2: Video or Image Identifier,3: Unique Frame Identifier,4-7: Img-bbox(TL_x,TL_y,BR_x,BR_y),8: Detection or Length Confidence,9: Target Length (0 or -1 if invalid),10-11+: Repeated Species,Confidence Pairs or Attributes,,,,
# metadata,fps: 1,"exported_by: ""dive:typescript""","exported_time: ""5/13/2026, 3:10:36 PM""",,,,,,,,,,,
183,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001239.883866_rgb.jpg,5451,4989,1390,5188,1620,1,-1,false_positive,1,,,,
184,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001248.450081_rgb.jpg,5459,9692,7179,9898,7364,1,-1,false_positive,1,,,,
185,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001250.590132_rgb.jpg,5461,11737,4345,11946,4609,1,-1,false_positive,1,,,,
186,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001311.988527_rgb.jpg,5481,9749,5238,10002,5432,1,-1,false_positive,1,,,,
187,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001323.728244_rgb.jpg,5492,9581,1103,9845,1336,1,-1,false_positive,1,,,,
188,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001324.795511_rgb.jpg,5493,9457,9492,9706,9720,1,-1,off_frame,1,,,,
189,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001326.927741_rgb.jpg,5495,2842,6647,3125,6954,1,-1,false_positive,1,,,,
190,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001326.927741_rgb.jpg,5495,2408,7622,2619,7893,1,-1,false_positive,1,,,,
191,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001336.536206_rgb.jpg,5504,11952,6432,12185,6800,1,-1,false_positive,1,,,,
192,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001337.605210_rgb.jpg,5505,10206,2885,10431,3109,1,-1,false_positive,1,,,,
193,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001338.674118_rgb.jpg,5506,9450,6133,9686,6330,1,-1,false_positive,1,,,,
194,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001342.948962_rgb.jpg,5510,2060,3520,2262,3740,1,-1,false_positive,1,,,,
195,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001342.948962_rgb.jpg,5510,2033,3497,2283,3764,1,-1,false_positive,1,,,,
196,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001350.441668_rgb.jpg,5517,5274,2380,5505,2598,1,-1,false_positive,1,,,,
197,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001351.513334_rgb.jpg,5518,5968,9860,6195,10122,1,-1,off_frame,1,,,,
198,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001353.653774_rgb.jpg,5520,1852,5399,2116,5608,1,-1,false_positive,1,,,,
199,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001353.653774_rgb.jpg,5520,3245,2209,3463,2430,1,-1,false_positive,1,,,,
200,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001354.722177_rgb.jpg,5521,8053,590,8240,789,1,-1,false_positive,1,,,,
201,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001354.722177_rgb.jpg,5521,8030,573,8266,812,1,-1,false_positive,1,,,,
202,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001355.789625_rgb.jpg,5522,7959,8767,8156,8988,1,-1,false_positive,1,,,,
203,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001355.789625_rgb.jpg,5522,7880,8764,8153,9017,1,-1,false_positive,1,,,,
204,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001356.856610_rgb.jpg,5523,7922,7261,8160,7477,1,-1,false_positive,1,,,,
205,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001356.856610_rgb.jpg,5523,7980,7289,8255,7491,1,-1,false_positive,1,,,,
206,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001356.856610_rgb.jpg,5523,8037,7311,8271,7496,1,-1,false_positive,1,,,,
207,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001400.056608_rgb.jpg,5526,5617,5847,5799,6051,1,-1,false_positive,1,,,,
208,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001400.056608_rgb.jpg,5526,2684,5771,2895,6030,1,-1,false_positive,1,,,,
209,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001410.734038_rgb.jpg,5536,6074,3551,6287,3830,1,-1,false_positive,1,,,,
210,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001410.734038_rgb.jpg,5536,11470,6051,11667,6252,1,-1,false_positive,1,,,,
211,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001410.734038_rgb.jpg,5536,5359,4401,5613,4708,1,-1,false_positive,1,,,,
212,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001413.937297_rgb.jpg,5539,6634,3153,6831,3425,1,-1,false_positive,1,,,,
213,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001415.004406_rgb.jpg,5540,4725,3398,4966,3716,1,-1,false_positive,1,,,,
214,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001416.071491_rgb.jpg,5541,5124,6108,5360,6439,1,-1,false_positive,1,,,,
215,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001418.205884_rgb.jpg,5543,5991,2384,6069,2571,1,-1,bearded_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence positive,
216,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001419.272850_rgb.jpg,5544,5936,10195,6156,10337,1,-1,off_frame,1,,,,
217,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001425.668890_rgb.jpg,5550,2777,1398,3002,1783,1,-1,false_positive,1,,,,
218,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001425.668890_rgb.jpg,5550,2800,1333,3072,1778,1,-1,false_positive,1,,,,
219,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001425.668890_rgb.jpg,5550,2838,1275,3101,1662,1,-1,false_positive,1,,,,
220,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001425.668890_rgb.jpg,5550,2750,1456,2989,1806,1,-1,false_positive,1,,,,
221,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001426.734257_rgb.jpg,5551,2767,8726,3040,9129,1,-1,false_positive,1,,,,
222,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001426.734257_rgb.jpg,5551,2739,8802,2977,9151,1,-1,false_positive,1,,,,
223,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001428.865154_rgb.jpg,5553,4863,2435,5059,2636,1,-1,false_positive,1,,,,
224,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001428.865154_rgb.jpg,5553,4937,2206,5130,2387,1,-1,false_positive,1,,,,
225,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001442.732058_rgb.jpg,5566,3932,4498,4121,4720,1,-1,false_positive,1,,,,
226,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001445.935383_rgb.jpg,5569,4466,1264,4691,1515,1,-1,false_positive,1,,,,
227,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001447.004069_rgb.jpg,5570,12255,6593,12420,6786,1,-1,false_positive,1,,,,
228,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001453.426707_rgb.jpg,5576,3807,7966,3995,8176,1,-1,false_positive,1,,,,
229,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001455.568881_rgb.jpg,5578,8192,4754,8395,4954,1,-1,false_positive,1,,,,
230,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001509.501266_rgb.jpg,5591,10614,620,10793,810,1,-1,false_positive,1,,,,
231,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001509.501266_rgb.jpg,5591,10702,780,10884,983,1,-1,false_positive,1,,,,
232,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001513.788474_rgb.jpg,5595,3808,2669,4013,2862,1,-1,false_positive,1,,,,
233,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001514.859821_rgb.jpg,5596,3192,5702,3408,5897,1,-1,false_positive,1,,,,
234,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001514.859821_rgb.jpg,5596,3830,10222,4024,10374,1,-1,off_frame,1,,,,
235,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001515.930269_rgb.jpg,5597,3161,5379,3391,5629,1,-1,false_positive,1,,,,
236,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001517.000135_rgb.jpg,5598,6563,4035,6765,4229,1,-1,false_positive,1,,,,
237,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001518.070086_rgb.jpg,5599,8025,7154,8225,7392,1,-1,false_positive,1,,,,
238,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001526.632158_rgb.jpg,5607,6790,4737,6977,4996,1,-1,false_positive,1,,,,
239,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001539.494618_rgb.jpg,5619,6101,7180,6305,7438,1,-1,false_positive,1,,,,
240,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001548.054253_rgb.jpg,5627,8998,6458,9216,6656,1,-1,false_positive,1,,,,
241,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001600.862271_rgb.jpg,5639,2671,7038,2887,7247,1,-1,false_positive,1,,,,
242,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001601.931077_rgb.jpg,5640,3805,4370,3993,4552,1,-1,false_positive,1,,,,
243,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001602.999084_rgb.jpg,5641,4665,7282,4872,7529,1,-1,false_positive,1,,,,
244,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001606.206268_rgb.jpg,5644,5634,8837,5847,9100,1,-1,false_positive,1,,,,
245,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001611.553097_rgb.jpg,5649,9107,7230,9334,7430,1,-1,false_positive,1,,,,
246,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001613.693912_rgb.jpg,5651,6561,4560,6746,4737,1,-1,false_positive,1,,,,
247,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001620.121952_rgb.jpg,5657,7769,3786,7958,3977,1,-1,false_positive,1,,,,
248,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001628.710505_rgb.jpg,5665,7556,5381,7739,5567,1,-1,false_positive,1,,,,
249,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001628.710505_rgb.jpg,5665,5849,9309,6041,9504,1,-1,false_positive,1,,,,
250,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001630.859760_rgb.jpg,5667,3003,6189,3231,6394,1,-1,false_positive,1,,,,
251,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001633.010533_rgb.jpg,5669,7681,1596,7908,1819,1,-1,false_positive,1,,,,
252,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001633.010533_rgb.jpg,5669,7658,1582,7930,1850,1,-1,false_positive,1,,,,
253,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001658.846276_rgb.jpg,5693,5602,2721,5834,2938,1,-1,false_positive,1,,,,
254,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001659.924902_rgb.jpg,5694,2798,5072,3002,5276,1,-1,false_positive,1,,,,
255,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001659.924902_rgb.jpg,5694,11099,7196,11437,7518,1,-1,false_positive,1,,,,
256,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001701.005709_rgb.jpg,5695,11849,479,12102,781,1,-1,false_positive,1,,,,
257,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001702.084080_rgb.jpg,5696,7559,3346,7788,3557,1,-1,false_positive,1,,,,
258,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001718.224360_rgb.jpg,5711,5687,652,5993,941,1,-1,false_positive,1,,,,
259,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001725.731326_rgb.jpg,5718,9809,5423,10032,5691,1,-1,false_positive,1,,,,
260,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001726.802531_rgb.jpg,5719,4831,1372,5029,1585,1,-1,false_positive,1,,,,
261,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001735.363945_rgb.jpg,5727,5215,2710,5395,2900,1,-1,false_positive,1,,,,
262,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001742.871674_rgb.jpg,5734,6259,8879,6440,9149,1,-1,false_positive,1,,,,
263,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001742.871674_rgb.jpg,5734,3997,5394,4203,5620,1,-1,false_positive,1,,,,
264,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001742.871674_rgb.jpg,5734,4410,5747,4642,5933,1,-1,false_positive,1,,,,
265,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001742.871674_rgb.jpg,5734,4417,5996,4634,6170,1,-1,false_positive,1,,,,
266,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001742.871674_rgb.jpg,5734,4362,5718,4618,5911,1,-1,false_positive,1,,,,
267,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001747.166661_rgb.jpg,5738,10702,8212,10903,8524,1,-1,false_positive,1,,,,
268,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001753.610543_rgb.jpg,5744,3385,6946,3420,7047,1,-1,ringed_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence likely,
269,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001753.610543_rgb.jpg,5744,4444,6494,4525,6550,1,-1,ringed_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence positive,
270,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001757.903948_rgb.jpg,5748,4917,1133,5132,1339,1,-1,false_positive,1,,,,
271,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001809.707504_rgb.jpg,5759,5050,925,5302,1143,1,-1,false_positive,1,,,,
272,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001810.780514_rgb.jpg,5760,708,2544,847,2648,1,-1,bearded_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence positive,
273,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001811.853038_rgb.jpg,5761,746,9665,970,9874,1,-1,off_frame,1,,,,
274,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001919.439925_rgb.jpg,5824,7724,834,7932,1070,1,-1,false_positive,1,,,,
275,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001939.852952_rgb.jpg,5843,5436,1091,5703,1289,1,-1,false_positive,1,,,,
276,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001946.305871_rgb.jpg,5849,12809,9546,12948,9757,1,-1,off_frame,1,,,,
277,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002018.590814_rgb.jpg,5879,9236,7689,9447,7836,1,-1,false_positive,1,,,,
278,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002025.059917_rgb.jpg,5885,3635,4636,3827,4819,1,-1,false_positive,1,,,,
279,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002028.291676_rgb.jpg,5888,1364,7199,1600,7409,1,-1,false_positive,1,,,,
280,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002030.446510_rgb.jpg,5890,5794,1968,6030,2240,1,-1,false_positive,1,,,,
281,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002031.524055_rgb.jpg,5891,10093,4060,10317,4376,1,-1,false_positive,1,,,,
282,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002152.168225_rgb.jpg,5903,758,8721,983,8966,1,-1,false_positive,1,,,,
283,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002200.754462_rgb.jpg,5911,7489,647,7567,887,1,-1,bearded_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence positive,(trk-atr) flag interesting
284,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002201.828387_rgb.jpg,5912,7295,8789,7378,8943,1,-1,bearded_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence positive,(trk-atr) flag interesting
285,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002211.497747_rgb.jpg,5921,855,4791,1076,5007,1,-1,false_positive,1,,,,
286,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002220.098140_rgb.jpg,5929,5259,3795,5472,4021,1,-1,false_positive,1,,,,
287,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002221.172986_rgb.jpg,5930,3686,7906,3887,8147,1,-1,false_positive,1,,,,
288,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002221.172986_rgb.jpg,5930,4453,3039,4637,3228,1,-1,false_positive,1,,,,
289,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002222.248177_rgb.jpg,5931,3151,8846,3348,9037,1,-1,false_positive,1,,,,
290,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002229.775022_rgb.jpg,5938,4631,2655,4869,2896,1,-1,false_positive,1,,,,
